,humidity,temp,timestamp
573,57.00,19.78,2023-04-30 04:20:04.344085
3745,57.00,19.82,2023-04-30 04:25:03.804250
2710,57.00,19.78,2023-04-30 04:30:04.276878
2980,57.00,19.73,2023-04-30 04:35:03.740874
1458,57.00,19.72,2023-04-30 04:40:04.233622
2970,57.00,19.75,2023-04-30 04:45:04.675707
1528,57.00,19.76,2023-04-30 04:50:04.127321
1559,57.00,19.72,2023-04-30 04:55:04.567141
1218,57.00,19.69,2023-04-30 05:00:04.031605
3803,57.00,19.79,2023-04-30 05:05:04.475652
102,57.00,19.71,2023-04-30 05:10:03.985507
2358,57.00,19.76,2023-04-30 05:15:04.438724
1158,57.00,19.69,2023-04-30 05:20:03.955500
2317,57.00,19.75,2023-04-30 05:25:04.380964
3094,56.00,19.68,2023-04-30 05:30:03.834626
1499,57.00,19.71,2023-04-30 05:35:04.293747
187,56.00,19.65,2023-04-30 05:40:03.780952
3754,56.00,19.69,2023-04-30 05:45:04.217472
3855,56.00,19.64,2023-04-30 05:50:04.678385
376,56.00,19.71,2023-04-30 05:55:04.149145
2465,56.00,19.71,2023-04-30 06:00:04.587304
2062,56.00,19.68,2023-04-30 06:05:04.054577
1534,56.00,19.59,2023-04-30 06:10:04.550953
3936,56.00,19.66,2023-04-30 06:15:04.016899
344,56.00,19.58,2023-04-30 06:20:04.562209
1928,56.00,19.56,2023-04-30 06:25:04.023875
3383,56.00,19.65,2023-04-30 06:30:04.471499
1062,56.00,19.61,2023-04-30 06:35:03.941804
1344,56.00,19.61,2023-04-30 06:40:04.448377
497,56.00,19.59,2023-04-30 06:45:03.897921
239,56.00,19.64,2023-04-30 06:50:04.406353
1530,56.00,19.56,2023-04-30 06:55:03.870549
1840,56.00,19.66,2023-04-30 07:00:04.349056
3566,56.00,19.59,2023-04-30 07:05:03.788779
450,56.00,19.64,2023-04-30 07:10:04.284741
420,56.00,19.55,2023-04-30 07:15:03.750358
138,56.00,19.78,2023-04-30 07:20:04.280618
1533,56.00,19.64,2023-04-30 07:25:03.745255
3942,56.00,19.64,2023-04-30 07:30:04.171885
1904,56.00,19.65,2023-04-30 07:35:04.627234
2681,56.00,19.59,2023-04-30 07:40:04.137390
164,56.00,19.68,2023-04-30 07:45:04.590235
298,56.00,19.71,2023-04-30 07:50:04.042111
1324,56.00,19.68,2023-04-30 07:55:04.500874
1986,56.00,19.62,2023-04-30 08:00:03.985265
1385,56.00,19.76,2023-04-30 08:05:04.458593
200,56.00,19.69,2023-04-30 08:10:03.971095
3060,57.00,19.78,2023-04-30 08:15:04.414251
1985,57.00,19.73,2023-04-30 08:20:03.911651
3086,57.00,19.72,2023-04-30 08:25:04.369768
2091,57.00,19.78,2023-04-30 08:30:03.825889
85,57.00,19.75,2023-04-30 08:35:04.280305
2496,57.00,19.86,2023-04-30 08:40:03.749571
1701,57.00,19.78,2023-04-30 08:45:04.196008
1021,57.00,19.78,2023-04-30 08:50:04.611174
126,57.00,19.75,2023-04-30 08:55:04.102956
3330,57.00,19.82,2023-04-30 09:00:04.584468
2689,57.00,19.92,2023-04-30 09:05:04.029243
2175,57.00,19.83,2023-04-30 09:10:04.508881
1235,57.00,19.82,2023-04-30 09:15:03.967972
3891,57.00,19.89,2023-04-30 09:20:04.508360
213,57.00,19.96,2023-04-30 09:30:04.012774
3145,57.00,19.89,2023-04-30 09:40:04.506550
3377,57.00,19.95,2023-04-30 09:50:03.976336
813,57.00,19.90,2023-04-30 10:00:04.424740
1891,56.00,20.01,2023-04-30 10:10:03.932479
522,56.00,20.01,2023-04-30 10:20:04.466132
3900,56.00,20.01,2023-04-30 10:30:03.973488
2474,56.00,20.00,2023-04-30 10:40:04.443388
1573,56.00,20.13,2023-04-30 10:50:03.941834
2725,56.00,20.03,2023-04-30 11:00:04.373776
3788,56.00,20.06,2023-04-30 11:10:03.910558
165,56.00,20.15,2023-04-30 11:20:04.441191
3681,56.00,20.17,2023-04-30 11:30:03.930440
110,56.00,20.17,2023-04-30 11:40:04.407156
1763,56.00,20.10,2023-04-30 11:50:03.851905
306,56.00,20.23,2023-04-30 12:00:04.327117
2341,56.00,20.26,2023-04-30 12:10:03.836032
1220,56.00,20.31,2023-04-30 12:20:04.343193
523,56.00,20.30,2023-04-30 12:30:03.807863
3418,56.00,20.37,2023-04-30 12:40:04.329897
996,56.00,20.36,2023-04-30 12:50:03.803917
2443,56.00,20.37,2023-04-30 13:00:04.251786
2073,56.00,20.36,2023-04-30 13:10:03.736472
3928,56.00,20.43,2023-04-30 13:20:04.250669
1931,56.00,20.47,2023-04-30 13:30:04.704071
1429,56.00,20.38,2023-04-30 13:40:04.238865
658,56.00,20.40,2023-04-30 13:50:04.665862
1078,56.00,20.43,2023-04-30 14:00:04.145322
1265,55.00,20.46,2023-04-30 14:10:04.642826
1824,55.00,20.46,2023-04-30 14:20:04.125450
712,55.00,20.37,2023-04-30 14:30:04.593305
2160,55.00,20.44,2023-04-30 14:40:04.071501
1540,55.00,20.50,2023-04-30 14:50:04.541016
1588,55.00,20.47,2023-04-30 15:00:03.995404
2164,55.00,20.50,2023-04-30 15:10:04.505661
1337,55.00,20.47,2023-04-30 15:20:04.017918
3308,55.00,20.48,2023-04-30 15:30:04.461172
3553,55.00,20.58,2023-04-30 15:40:04.005350
2946,55.00,20.50,2023-04-30 15:50:04.465631
3866,55.00,20.70,2023-04-30 16:00:03.887071
2998,55.00,20.55,2023-04-30 16:10:04.395318
17,55.00,20.58,2023-04-30 16:20:03.878871
4023,55.00,20.59,2023-04-30 16:30:04.343138
2717,55.00,20.58,2023-04-30 16:40:03.827958
3209,54.00,20.64,2023-04-30 16:50:04.290649
3774,55.00,20.70,2023-04-30 17:00:03.710015
1576,55.00,20.58,2023-04-30 17:10:04.202302
3533,55.00,20.71,2023-04-30 17:20:03.716690
2774,55.00,20.65,2023-04-30 17:30:04.175700
1335,55.00,20.74,2023-04-30 17:40:04.668384
1221,55.00,20.64,2023-04-30 17:50:04.133858
1775,55.00,20.59,2023-04-30 18:00:04.569766
954,55.00,20.70,2023-04-30 18:10:04.057602
3632,55.00,20.58,2023-04-30 18:20:04.589485
1503,55.00,20.74,2023-04-30 18:30:04.066074
1995,55.00,20.68,2023-04-30 18:40:04.560019
1713,55.00,20.71,2023-04-30 18:50:04.028907
2881,55.00,20.61,2023-04-30 19:00:04.491512
1313,55.00,20.68,2023-04-30 19:10:03.979675
1261,55.00,20.75,2023-04-30 19:20:04.522976
1487,55.00,20.71,2023-04-30 19:30:03.971774
2240,55.00,20.71,2023-04-30 19:40:04.454440
2657,55.00,20.73,2023-04-30 19:50:03.946734
740,55.00,20.65,2023-04-30 20:00:04.414573
2305,55.00,20.64,2023-04-30 20:10:03.905777
2258,55.00,20.70,2023-04-30 20:20:04.407176
2302,55.00,20.59,2023-04-30 20:30:03.868360
2795,55.00,20.65,2023-04-30 20:40:04.189579
192,55.00,20.65,2023-04-30 20:50:04.656319
2551,55.00,20.65,2023-04-30 21:00:04.126183
1709,55.00,20.64,2023-04-30 21:10:04.610114
396,55.00,20.64,2023-04-30 21:20:04.146728
2380,55.00,20.74,2023-04-30 21:30:04.612681
3817,55.00,20.71,2023-04-30 21:40:04.124632
4018,55.00,20.71,2023-04-30 21:50:04.580497
3051,55.00,20.74,2023-04-30 22:00:04.042427
2852,56.00,20.65,2023-04-30 22:10:04.530444
2516,55.00,20.67,2023-04-30 22:20:04.014664
3569,55.00,20.74,2023-04-30 22:30:04.495669
159,55.00,20.67,2023-04-30 22:40:03.963748
872,56.00,20.61,2023-04-30 23:00:04.489957
3191,56.00,20.67,2023-04-30 23:10:03.970013
794,56.00,20.58,2023-04-30 23:20:04.518492
2388,56.00,20.70,2023-04-30 23:30:03.945850
224,56.00,20.55,2023-04-30 23:40:04.424024
1764,56.00,20.61,2023-04-30 23:50:03.871081
1096,56.00,20.67,2023-05-01 00:00:04.306017
320,56.00,20.67,2023-05-01 00:10:03.740912
2819,56.00,20.71,2023-05-01 00:20:04.244846
151,56.00,20.70,2023-05-01 00:30:04.666986
1368,56.00,20.63,2023-05-01 00:40:04.134954
774,56.00,20.64,2023-05-01 00:50:04.578438
1378,56.00,20.64,2023-05-01 01:00:03.990077
715,56.00,20.68,2023-05-01 01:10:04.472924
3749,56.00,20.63,2023-05-01 01:20:03.982319
3010,56.00,20.64,2023-05-01 01:30:04.428429
629,56.00,20.61,2023-05-01 01:40:03.883678
3443,56.00,20.63,2023-05-01 01:50:04.347947
3077,56.00,20.65,2023-05-01 02:00:03.795442
3473,56.00,20.64,2023-05-01 02:10:04.268732
619,56.00,20.71,2023-05-01 02:20:03.786093
3375,56.00,20.52,2023-05-01 02:30:04.211794
2602,57.00,20.67,2023-05-01 02:40:04.690401
400,56.00,20.54,2023-05-01 02:50:04.133903
696,56.00,20.55,2023-05-01 03:00:04.580391
3948,56.00,20.59,2023-05-01 03:10:04.044226
212,56.00,20.57,2023-05-01 03:20:04.515882
406,56.00,20.52,2023-05-01 03:30:03.980133
3291,56.00,20.51,2023-05-01 03:40:04.466294
3270,57.00,20.64,2023-05-01 03:50:03.934879
3886,57.00,20.59,2023-05-01 04:00:04.381299
3974,57.00,20.64,2023-05-01 04:10:03.881984
2987,57.00,20.57,2023-05-01 04:20:04.388076
54,57.00,20.54,2023-05-01 04:30:03.848132
1569,57.00,20.54,2023-05-01 04:40:04.323620
1484,57.00,20.52,2023-05-01 04:50:03.757450
3475,57.00,20.54,2023-05-01 05:00:04.232609
2366,57.00,20.55,2023-05-01 05:10:03.707113
1547,57.00,20.57,2023-05-01 05:20:04.252066
561,57.00,20.46,2023-05-01 05:30:03.702198
372,57.00,20.47,2023-05-01 05:40:04.198967
2071,57.00,20.51,2023-05-01 05:50:04.635504
1552,57.00,20.50,2023-05-01 06:00:04.095567
3485,57.00,20.47,2023-05-01 06:10:04.586151
2855,57.00,20.51,2023-05-01 06:20:04.083361
3946,57.00,20.51,2023-05-01 06:30:04.656367
3218,56.00,20.51,2023-05-01 06:40:04.169529
551,56.00,20.52,2023-05-01 06:50:04.623638
1601,56.00,20.48,2023-05-01 07:00:04.106526
2299,56.00,20.46,2023-05-01 07:10:04.580920
1973,56.00,20.38,2023-05-01 07:20:04.073119
1622,56.00,20.44,2023-05-01 07:30:04.581380
3906,57.00,20.50,2023-05-01 07:40:04.093407
2345,56.00,20.51,2023-05-01 07:50:04.553710
2428,56.00,20.51,2023-05-01 08:00:04.015658
1637,57.00,20.44,2023-05-01 08:10:04.499991
2179,56.00,20.46,2023-05-01 08:20:04.011614
2582,57.00,20.48,2023-05-01 08:30:04.436680
1482,57.00,20.46,2023-05-01 08:40:03.889784
2612,57.00,20.47,2023-05-01 08:50:04.349641
2057,56.00,20.44,2023-05-01 09:00:03.785362
3810,56.00,20.52,2023-05-01 09:10:04.268187
701,56.00,20.54,2023-05-01 09:20:03.849038
1990,56.00,20.47,2023-05-01 09:30:04.264730
3751,56.00,20.48,2023-05-01 09:40:03.766489
2135,56.00,20.46,2023-05-01 09:50:04.282534
2869,56.00,20.59,2023-05-01 10:00:03.745411
1287,56.00,20.58,2023-05-01 10:10:04.225111
3568,56.00,20.54,2023-05-01 10:20:03.734219
3808,56.00,20.64,2023-05-01 10:30:04.191672
1114,56.00,20.55,2023-05-01 10:40:04.677808
1577,56.00,20.65,2023-05-01 10:50:04.112529
3861,56.00,20.68,2023-05-01 11:00:04.688225
290,57.00,20.64,2023-05-01 11:10:04.161326
3793,57.00,20.61,2023-05-01 11:20:04.692068
3280,57.00,20.59,2023-05-01 11:30:04.144790
3138,57.00,20.64,2023-05-01 11:40:04.635151
1994,57.00,20.68,2023-05-01 11:50:04.075665
351,57.00,20.68,2023-05-01 12:00:04.557882
1123,57.00,20.74,2023-05-01 12:10:04.141578
2475,57.00,20.71,2023-05-01 12:20:04.671344
1785,57.00,20.68,2023-05-01 12:30:04.100303
2851,57.00,20.82,2023-05-01 12:40:04.594494
1650,57.00,20.79,2023-05-01 12:50:04.077089
916,57.00,20.78,2023-05-01 13:00:04.528022
55,57.00,20.71,2023-05-01 13:10:04.270800
203,57.00,20.85,2023-05-01 13:20:03.823921
42,56.00,20.79,2023-05-01 13:30:04.280669
2339,56.00,20.81,2023-05-01 13:40:03.759149
3180,56.00,20.79,2023-05-01 13:50:04.216640
2853,56.00,20.78,2023-05-01 14:00:04.675214
3426,56.00,20.81,2023-05-01 14:10:04.165174
3351,57.00,20.91,2023-05-01 14:20:04.692317
2655,56.00,20.87,2023-05-01 14:30:04.166559
3312,56.00,20.87,2023-05-01 14:40:04.652546
2189,57.00,20.88,2023-05-01 14:50:04.115558
493,57.00,20.99,2023-05-01 15:00:04.560293
791,57.00,20.91,2023-05-01 15:10:04.405609
156,57.00,20.89,2023-05-01 15:20:03.940285
2917,57.00,20.94,2023-05-01 15:30:04.411525
3923,56.00,20.88,2023-05-01 15:40:03.893134
1527,56.00,20.89,2023-05-01 15:50:04.344533
3000,56.00,20.95,2023-05-01 16:00:03.817496
1719,56.00,20.98,2023-05-01 16:10:03.752054
807,56.00,20.94,2023-05-01 16:20:04.576505
1470,56.00,20.95,2023-05-01 16:30:04.028057
3887,56.00,20.96,2023-05-01 16:40:04.537475
356,56.00,21.03,2023-05-01 16:50:03.967782
2504,56.00,21.02,2023-05-01 17:00:04.409164
913,56.00,20.98,2023-05-01 17:10:03.885046
1850,56.00,21.06,2023-05-01 17:20:04.384544
2355,56.00,21.15,2023-05-01 17:30:03.855284
453,56.00,21.15,2023-05-01 17:40:04.326823
2042,56.00,21.19,2023-05-01 17:50:03.776688
3296,56.00,21.32,2023-05-01 18:00:04.199850
3527,56.00,21.22,2023-05-01 18:10:04.696731
230,56.00,21.28,2023-05-01 18:20:04.187118
3471,56.00,21.29,2023-05-01 18:30:04.623895
1673,56.00,21.25,2023-05-01 18:40:04.136858
926,56.00,21.32,2023-05-01 18:50:04.586375
1131,56.00,21.19,2023-05-01 19:00:04.026755
633,56.00,21.37,2023-05-01 19:10:04.516950
1118,56.00,21.35,2023-05-01 19:20:04.042228
3787,56.00,21.36,2023-05-01 19:30:04.529002
953,56.00,21.28,2023-05-01 19:40:04.014967
655,56.00,21.32,2023-05-01 19:50:04.469042
2900,56.00,21.26,2023-05-01 20:00:03.916451
2703,56.00,21.25,2023-05-01 20:10:04.413025
3309,56.00,21.29,2023-05-01 20:20:03.957413
2231,56.00,21.33,2023-05-01 20:30:04.382799
3326,56.00,21.30,2023-05-01 20:40:03.865432
2248,56.00,21.21,2023-05-01 20:50:04.309028
1416,56.00,21.26,2023-05-01 21:00:03.782690
2051,56.00,21.25,2023-05-01 21:10:04.269489
2263,56.00,21.18,2023-05-01 21:20:03.763882
923,56.00,21.29,2023-05-01 21:30:04.213449
2000,56.00,21.25,2023-05-01 21:40:04.675618
1101,56.00,21.28,2023-05-01 21:50:04.113330
2626,56.00,21.19,2023-05-01 22:00:04.552737
1330,56.00,21.24,2023-05-01 22:10:04.065076
3721,56.00,21.19,2023-05-01 22:20:04.573615
188,56.00,21.35,2023-05-01 22:30:04.024679
2614,56.00,21.24,2023-05-01 22:40:04.501854
1937,56.00,21.24,2023-05-01 22:50:03.936401
1715,56.00,21.15,2023-05-01 23:00:04.369219
568,56.00,21.19,2023-05-01 23:10:03.946391
2779,56.00,21.18,2023-05-01 23:20:04.441786
555,56.00,21.25,2023-05-01 23:30:03.864485
2149,56.00,21.22,2023-05-01 23:40:04.378032
399,56.00,21.18,2023-05-01 23:50:03.828159
2092,56.00,21.25,2023-05-02 00:00:04.275974
1996,56.00,21.22,2023-05-02 00:10:03.740643
640,56.00,21.15,2023-05-02 00:20:04.252128
1303,56.00,21.16,2023-05-02 00:30:03.692016
3857,56.00,21.18,2023-05-02 00:40:04.170690
984,56.00,21.12,2023-05-02 00:50:04.612140
1306,56.00,21.15,2023-05-02 01:00:04.052302
1758,56.00,21.08,2023-05-02 01:10:04.527615
3815,56.00,21.09,2023-05-02 01:20:04.054936
2442,57.00,21.21,2023-05-02 01:30:04.480849
3763,56.00,21.06,2023-05-02 01:40:03.962547
1899,56.00,21.13,2023-05-02 01:50:04.399441
577,56.00,21.03,2023-05-02 02:00:03.826434
779,56.00,21.09,2023-05-02 02:10:04.336813
730,56.00,21.03,2023-05-02 02:20:03.857457
1422,56.00,21.06,2023-05-02 02:30:04.288485
609,56.00,21.06,2023-05-02 02:40:03.785728
997,56.00,21.03,2023-05-02 02:50:04.242839
3999,56.00,21.05,2023-05-02 03:00:04.718485
1494,56.00,20.98,2023-05-02 03:10:04.195270
3556,56.00,20.94,2023-05-02 03:20:03.699871
881,56.00,20.89,2023-05-02 03:30:04.154217
270,56.00,20.96,2023-05-02 03:40:04.621547
1086,56.00,20.94,2023-05-02 03:50:04.077896
2956,56.00,20.89,2023-05-02 04:00:04.539943
2512,56.00,20.95,2023-05-02 04:10:04.093042
374,56.00,20.99,2023-05-02 04:20:04.606226
3785,56.00,20.88,2023-05-02 04:30:04.061372
3250,56.00,20.88,2023-05-02 04:40:04.554578
272,56.00,20.94,2023-05-02 04:50:04.013831
1282,56.00,20.89,2023-05-02 05:00:04.437296
127,56.00,20.85,2023-05-02 05:10:03.942742
1124,56.00,20.85,2023-05-02 05:20:04.437708
1242,56.00,20.87,2023-05-02 05:30:03.878900
2424,56.00,20.79,2023-05-02 05:40:04.317119
3004,56.00,20.87,2023-05-02 05:50:03.753347
1173,56.00,20.84,2023-05-02 06:00:04.194410
3597,56.00,20.73,2023-05-02 06:10:04.684582
2694,55.00,20.81,2023-05-02 06:20:04.198688
1704,55.00,20.73,2023-05-02 06:30:03.749351
2360,55.00,20.81,2023-05-02 06:40:04.233184
784,55.00,20.77,2023-05-02 06:50:04.659218
2571,55.00,20.81,2023-05-02 07:00:04.111378
115,55.00,20.81,2023-05-02 07:10:04.595799
301,55.00,20.75,2023-05-02 07:20:04.115424
3275,55.00,20.81,2023-05-02 07:30:04.569495
1535,55.00,20.78,2023-05-02 07:40:04.084205
3593,55.00,20.65,2023-05-02 07:50:04.537433
1046,55.00,20.75,2023-05-02 08:00:04.016291
986,55.00,20.75,2023-05-02 08:10:04.498007
3557,55.00,20.67,2023-05-02 08:20:04.002200
3583,55.00,20.71,2023-05-02 08:30:04.446665
246,55.00,20.70,2023-05-02 08:40:03.935179
3873,55.00,20.65,2023-05-02 08:50:04.399497
2716,55.00,20.71,2023-05-02 09:00:03.838881
908,55.00,20.74,2023-05-02 09:10:04.317232
2184,55.00,20.59,2023-05-02 09:20:03.846612
2549,55.00,20.61,2023-05-02 09:30:04.317071
2746,55.00,20.63,2023-05-02 09:40:03.811862
1413,55.00,20.65,2023-05-02 09:50:04.405239
1047,55.00,20.64,2023-05-02 10:00:03.834532
3373,54.00,20.58,2023-05-02 10:10:04.305566
2524,54.00,20.73,2023-05-02 10:20:03.876327
2527,54.00,20.64,2023-05-02 10:30:04.315325
2860,55.00,20.77,2023-05-02 10:40:03.786837
3190,54.00,20.68,2023-05-02 10:50:04.282225
1435,55.00,20.73,2023-05-02 11:00:03.718297
4015,54.00,20.67,2023-05-02 11:10:04.214030
1268,54.00,20.70,2023-05-02 11:20:03.725311
3229,54.00,20.73,2023-05-02 11:30:04.212646
317,54.00,20.65,2023-05-02 11:40:04.696806
1129,54.00,20.65,2023-05-02 11:50:04.132466
3596,54.00,20.65,2023-05-02 12:00:04.571592
3207,54.00,20.68,2023-05-02 12:10:04.121772
1069,54.00,20.75,2023-05-02 12:20:04.651781
1009,54.00,20.82,2023-05-02 12:30:04.105639
2750,54.00,20.82,2023-05-02 12:40:04.635736
3478,54.00,20.74,2023-05-02 12:50:04.095782
1920,54.00,20.79,2023-05-02 13:00:04.529768
1495,54.00,20.78,2023-05-02 13:10:04.023297
1971,54.00,20.85,2023-05-02 13:20:04.553613
358,54.00,20.85,2023-05-02 13:30:04.020376
435,54.00,20.82,2023-05-02 13:40:04.497469
3259,54.00,20.75,2023-05-02 13:50:03.939005
1017,54.00,20.94,2023-05-02 14:00:04.428370
3823,54.00,20.87,2023-05-02 14:10:03.898948
2983,54.00,20.82,2023-05-02 14:20:04.414821
2629,54.00,20.82,2023-05-02 14:30:03.881108
867,54.00,20.94,2023-05-02 14:40:04.386010
1033,54.00,20.95,2023-05-02 14:50:03.821197
2015,53.00,20.92,2023-05-02 15:00:04.278021
3258,53.00,20.89,2023-05-02 15:10:03.786410
3158,53.00,20.99,2023-05-02 15:20:04.311849
2195,53.00,20.94,2023-05-02 15:30:03.770354
2615,53.56,20.92,2023-05-02 15:40:04.278185
2,53.33,20.96,2023-05-02 15:50:03.802678
958,53.24,20.92,2023-05-02 16:00:04.245268
3776,53.13,20.99,2023-05-02 16:10:03.735176
2919,53.15,20.99,2023-05-02 16:20:04.244174
2702,53.10,20.95,2023-05-02 16:30:04.709468
2975,52.98,20.94,2023-05-02 16:40:04.179794
752,52.74,20.96,2023-05-02 16:50:04.647327
672,52.58,20.94,2023-05-02 17:00:04.125819
2468,52.56,20.98,2023-05-02 17:10:04.629142
937,52.61,21.02,2023-05-02 17:20:04.184054
3205,52.47,21.15,2023-05-02 17:30:04.662718
1936,52.37,21.13,2023-05-02 17:40:04.101708
3456,52.17,21.06,2023-05-02 17:50:04.544915
1079,52.15,21.18,2023-05-02 18:00:03.968245
1056,52.34,21.08,2023-05-02 18:10:04.429502
3266,52.41,21.18,2023-05-02 18:20:03.899126
3417,52.20,21.09,2023-05-02 18:30:04.318652
3657,51.89,21.03,2023-05-02 18:40:03.775034
1787,49.64,21.10,2023-05-02 18:50:04.164471
817,48.21,21.05,2023-05-02 19:00:04.597702
1089,47.02,21.09,2023-05-02 19:10:04.048682
1093,44.53,20.88,2023-05-02 19:20:04.544431
3083,44.95,20.81,2023-05-02 19:30:03.975515
1125,46.42,20.73,2023-05-02 19:40:04.429572
2049,46.78,20.91,2023-05-02 19:50:03.835874
1177,46.95,20.78,2023-05-02 20:00:04.264859
3379,46.26,20.70,2023-05-02 20:10:03.738165
720,46.54,20.70,2023-05-02 20:20:04.253284
931,46.63,20.68,2023-05-02 20:30:04.683233
2824,45.90,20.58,2023-05-02 20:40:04.139575
3302,45.97,20.48,2023-05-02 20:50:04.551190
3222,45.87,20.51,2023-05-02 21:00:03.998223
258,53.01,20.58,2023-05-02 21:10:04.452416
1459,54.18,20.44,2023-05-02 21:20:03.926690
1965,54.48,20.55,2023-05-02 21:30:04.360035
3722,52.19,20.41,2023-05-02 21:40:03.773651
1488,50.91,20.34,2023-05-02 21:50:04.198339
2606,50.92,20.31,2023-05-02 22:00:04.675667
3871,49.92,20.22,2023-05-02 22:10:04.124324
2906,50.21,20.10,2023-05-02 22:20:04.594867
869,48.76,19.86,2023-05-02 22:30:04.508019
227,50.86,20.00,2023-05-02 22:40:03.971190
602,53.61,20.01,2023-05-02 22:50:04.386459
1327,55.00,20.07,2023-05-02 23:00:03.812381
866,55.86,20.12,2023-05-02 23:10:04.285331
1745,56.12,20.10,2023-05-02 23:20:03.767670
2201,56.45,20.12,2023-05-02 23:30:04.171111
12,56.64,20.19,2023-05-02 23:40:04.659482
829,56.60,20.24,2023-05-02 23:50:04.066061
2798,56.50,20.17,2023-05-03 00:00:04.483989
1200,56.65,20.09,2023-05-03 00:10:03.948179
2254,56.33,20.13,2023-05-03 00:20:04.475253
562,56.55,20.16,2023-05-03 00:30:03.912730
732,56.54,20.13,2023-05-03 00:40:04.395241
108,56.23,20.15,2023-05-03 00:50:03.812332
1134,56.00,20.12,2023-05-03 01:00:04.232044
3549,56.03,20.12,2023-05-03 01:10:03.693615
2318,55.98,20.07,2023-05-03 01:20:04.174882
1875,55.91,20.12,2023-05-03 01:30:04.595031
739,55.81,20.20,2023-05-03 01:40:04.069224
1542,55.66,20.12,2023-05-03 01:50:04.514948
2684,55.72,20.06,2023-05-03 02:00:03.936454
3621,55.68,20.12,2023-05-03 02:10:04.439623
3245,55.46,20.19,2023-05-03 02:20:03.941474
1504,55.37,20.20,2023-05-03 02:30:04.366921
229,55.30,20.15,2023-05-03 02:40:03.815907
447,55.14,20.09,2023-05-03 02:50:04.266591
2467,54.88,20.09,2023-05-03 03:00:03.676725
3321,54.85,20.17,2023-05-03 03:10:04.134423
2979,54.78,20.17,2023-05-03 03:20:04.622364
956,54.68,20.01,2023-05-03 03:30:04.041043
2236,54.42,20.05,2023-05-03 03:40:04.496403
4029,54.39,20.09,2023-05-03 03:50:03.922304
3775,54.21,20.07,2023-05-03 04:00:04.339555
3295,54.13,20.03,2023-05-03 04:10:03.799597
2550,53.92,20.03,2023-05-03 04:20:04.313828
2862,53.78,20.05,2023-05-03 04:30:03.719595
3832,53.61,20.00,2023-05-03 04:40:04.175824
1304,53.87,19.89,2023-05-03 04:50:04.641233
3254,53.92,19.93,2023-05-03 05:00:04.092660
1334,53.92,19.95,2023-05-03 05:10:04.582879
939,54.00,19.93,2023-05-03 05:20:04.068145
651,53.79,19.96,2023-05-03 05:30:04.494037
1710,54.00,19.83,2023-05-03 05:40:03.955094
3642,53.82,19.87,2023-05-03 05:50:04.400310
121,53.82,19.78,2023-05-03 06:00:03.817159
3276,53.87,19.78,2023-05-03 06:10:04.282049
2554,53.77,19.79,2023-05-03 06:20:03.769095
2066,53.84,19.76,2023-05-03 06:30:04.283579
2575,53.82,19.83,2023-05-03 06:40:03.759597
3801,53.87,19.79,2023-05-03 06:50:04.205414
980,53.79,19.83,2023-05-03 07:00:04.631346
2060,54.00,19.72,2023-05-03 07:10:04.093369
1867,53.93,19.71,2023-05-03 07:20:04.615364
842,53.81,19.85,2023-05-03 07:30:04.056959
2235,54.90,19.78,2023-05-03 07:40:04.538805
158,54.18,19.73,2023-05-03 07:50:03.977536
707,52.26,19.79,2023-05-03 08:00:04.412205
2590,47.80,19.54,2023-05-03 08:10:03.861575
3762,46.97,19.44,2023-05-03 08:20:04.379673
3134,49.33,19.55,2023-05-03 08:30:03.807081
1339,50.04,19.62,2023-05-03 08:40:04.301917
3536,50.13,19.69,2023-05-03 08:50:03.729336
1818,49.85,19.71,2023-05-03 09:00:04.174791
1110,50.24,19.76,2023-05-03 09:10:04.623075
1264,50.37,19.79,2023-05-03 09:20:04.089269
2678,50.22,19.79,2023-05-03 09:30:04.536046
1642,50.04,19.71,2023-05-03 09:40:04.012670
1827,50.20,19.71,2023-05-03 09:50:04.444051
2001,51.01,19.80,2023-05-03 10:00:03.879221
1019,51.32,19.86,2023-05-03 10:10:04.359854
3345,51.77,19.95,2023-05-03 10:20:03.821541
1432,51.98,19.95,2023-05-03 10:30:04.300554
1864,52.05,19.93,2023-05-03 10:40:03.765056
592,51.95,20.03,2023-05-03 10:50:04.250492
1541,51.77,20.03,2023-05-03 11:00:04.709166
3558,51.72,20.12,2023-05-03 11:10:04.156645
2354,51.54,20.13,2023-05-03 11:20:04.672080
3872,51.56,20.15,2023-05-03 11:30:04.131284
1881,51.90,20.19,2023-05-03 11:40:04.569756
5,52.15,20.20,2023-05-03 11:50:04.013891
3350,52.27,20.23,2023-05-03 12:00:04.434542
2714,52.40,20.22,2023-05-03 12:10:03.953532
3059,52.55,20.24,2023-05-03 12:20:04.424249
1689,52.76,20.27,2023-05-03 12:30:03.842900
2186,52.69,20.23,2023-05-03 12:40:04.305341
1572,52.68,20.26,2023-05-03 12:50:03.743161
681,52.71,20.26,2023-05-03 13:00:04.189598
816,52.73,20.27,2023-05-03 13:10:04.681665
2871,52.61,20.28,2023-05-03 13:20:04.186832
3271,52.54,20.41,2023-05-03 13:30:04.633887
1743,52.39,20.43,2023-05-03 13:40:04.119805
571,52.37,20.24,2023-05-03 13:50:04.584510
1197,52.30,20.34,2023-05-03 14:00:04.018205
2761,52.31,20.40,2023-05-03 14:10:04.526144
331,52.33,20.38,2023-05-03 14:20:03.994374
