,humidity.S,temperature.S,timestamp.S
3909,51.00,18.22,2023-04-21 16:45:04.805572
3601,51.00,18.29,2023-04-21 16:50:04.362678
1697,51.00,18.35,2023-04-21 16:55:03.959444
1668,51.00,18.32,2023-04-21 17:00:04.506216
149,51.00,18.29,2023-04-21 17:05:04.092509
2183,51.00,18.18,2023-04-21 17:10:04.693386
1093,51.00,18.32,2023-04-21 17:15:04.299073
4500,51.00,18.28,2023-04-21 17:20:03.892716
1053,51.00,18.34,2023-04-21 17:25:04.470548
1858,51.00,18.18,2023-04-21 17:30:04.068452
3635,51.00,18.31,2023-04-21 17:35:04.666993
3596,49.00,18.26,2023-04-21 17:40:04.292791
3988,48.00,18.26,2023-04-21 17:45:03.898686
4734,47.00,18.18,2023-04-21 17:50:04.515166
3094,46.00,18.22,2023-04-21 17:55:04.108198
4117,46.00,18.02,2023-04-21 18:00:04.725538
4235,46.00,18.13,2023-04-21 18:05:04.305824
5064,46.00,18.02,2023-04-21 18:10:03.935986
406,46.00,18.13,2023-04-21 18:15:04.499603
4144,47.00,18.22,2023-04-21 18:20:04.176560
3138,47.00,18.35,2023-04-21 18:25:04.760128
4255,48.00,18.25,2023-04-21 18:30:04.371783
2762,48.00,18.35,2023-04-21 18:35:04.135013
947,48.00,18.36,2023-04-21 18:40:04.761070
4517,49.00,18.32,2023-04-21 18:45:04.369660
3953,50.00,18.34,2023-04-21 18:50:03.919909
1258,51.00,18.47,2023-04-21 18:55:04.539126
3146,53.00,18.47,2023-04-21 19:00:04.168250
4403,53.00,18.47,2023-04-21 19:05:04.772267
1047,53.00,18.42,2023-04-21 19:10:04.432372
4082,54.00,18.43,2023-04-21 19:15:04.061371
4539,55.00,18.36,2023-04-21 19:20:04.763321
3956,56.00,18.45,2023-04-21 19:25:04.371501
1354,57.00,18.40,2023-04-21 19:30:03.965446
623,58.00,18.53,2023-04-21 19:35:04.614534
1605,59.00,18.52,2023-04-21 19:40:04.283369
4081,60.00,18.47,2023-04-21 19:45:03.863260
940,60.00,18.46,2023-04-21 19:50:04.455735
3696,60.00,18.64,2023-04-21 19:55:04.065338
3419,60.00,18.49,2023-04-21 20:00:04.663505
1664,60.00,18.63,2023-04-21 20:05:04.283002
3644,60.00,18.60,2023-04-21 20:10:03.907771
4044,59.00,18.67,2023-04-21 20:15:04.507610
591,59.00,18.53,2023-04-21 20:20:04.152056
2954,59.00,18.55,2023-04-21 20:25:04.728299
981,59.00,18.56,2023-04-21 20:30:04.316917
693,59.00,18.59,2023-04-21 20:35:03.909476
3001,59.00,18.57,2023-04-21 20:40:04.553846
3402,59.00,18.59,2023-04-21 20:45:04.130594
2441,59.00,18.63,2023-04-21 20:50:04.733349
3090,58.00,18.62,2023-04-21 20:55:04.322122
242,58.00,18.56,2023-04-21 21:00:03.876579
1805,58.00,18.57,2023-04-21 21:05:04.559600
4725,58.00,18.47,2023-04-21 21:10:04.228304
2455,58.00,18.57,2023-04-21 21:15:04.843586
1621,58.00,18.56,2023-04-21 21:20:04.509260
213,58.00,18.49,2023-04-21 21:25:04.092566
4921,58.00,18.50,2023-04-21 21:30:04.734564
4409,57.00,18.42,2023-04-21 21:35:04.340371
1851,57.00,18.53,2023-04-21 21:40:03.993021
1978,57.00,18.53,2023-04-21 21:45:04.589516
3079,57.00,18.47,2023-04-21 21:50:04.209767
3293,57.00,18.49,2023-04-21 21:55:04.803375
1169,57.00,18.47,2023-04-21 22:00:04.385469
1470,57.00,18.40,2023-04-21 22:05:03.996777
418,57.00,18.47,2023-04-21 22:10:04.655357
2358,57.00,18.43,2023-04-21 22:15:04.227958
82,57.00,18.55,2023-04-21 22:20:03.869414
1559,57.00,18.47,2023-04-21 22:25:04.489388
1402,56.00,18.38,2023-04-21 22:30:04.078889
5098,56.00,18.46,2023-04-21 22:35:04.663644
1960,56.00,18.36,2023-04-21 22:40:04.273045
386,56.00,18.40,2023-04-21 22:45:03.850325
4160,56.00,18.46,2023-04-21 22:50:04.450652
1786,56.00,18.38,2023-04-21 22:55:04.036364
193,56.00,18.39,2023-04-21 23:00:04.648586
1438,56.00,18.42,2023-04-21 23:05:04.246991
3836,56.00,18.42,2023-04-21 23:10:03.884353
3168,56.00,18.46,2023-04-21 23:15:04.498783
1949,56.00,18.46,2023-04-21 23:20:04.150065
1672,56.00,18.39,2023-04-21 23:25:04.727295
4553,56.00,18.42,2023-04-21 23:30:04.315025
3854,56.00,18.31,2023-04-21 23:35:03.938825
2422,56.00,18.42,2023-04-21 23:40:04.576205
1562,56.00,18.40,2023-04-21 23:45:04.196895
3140,56.00,18.43,2023-04-21 23:50:04.759676
2142,56.00,18.36,2023-04-21 23:55:04.372694
2730,56.00,18.40,2023-04-22 00:00:03.968526
535,56.00,18.43,2023-04-22 00:05:04.532623
5005,56.00,18.34,2023-04-22 00:10:04.154569
2527,56.00,18.34,2023-04-22 00:15:04.736479
3625,56.00,18.26,2023-04-22 00:20:04.410938
1034,56.00,18.35,2023-04-22 00:25:04.016888
1098,56.00,18.32,2023-04-22 00:30:04.597364
3422,56.00,18.39,2023-04-22 00:35:04.211575
3633,56.00,18.26,2023-04-22 00:40:04.818211
3537,56.00,18.42,2023-04-22 00:45:04.385548
208,55.00,18.26,2023-04-22 00:50:03.947173
3639,55.00,18.26,2023-04-22 00:55:04.525977
830,55.00,18.43,2023-04-22 01:00:04.112788
596,55.00,18.39,2023-04-22 01:05:04.707862
3423,56.00,18.29,2023-04-22 01:10:04.354387
1403,56.00,18.32,2023-04-22 01:15:03.931245
4703,56.00,18.25,2023-04-22 01:20:04.581086
1141,56.00,18.32,2023-04-22 01:25:04.165558
1096,56.00,18.35,2023-04-22 01:30:04.730493
2967,56.00,18.28,2023-04-22 01:35:04.318473
3698,56.00,18.26,2023-04-22 01:40:03.896651
4642,56.00,18.28,2023-04-22 01:45:04.461146
1789,56.00,18.18,2023-04-22 01:50:04.069086
1345,56.00,18.24,2023-04-22 01:55:04.665049
4118,56.00,18.29,2023-04-22 02:00:04.266122
261,56.00,18.25,2023-04-22 02:05:03.852735
1064,56.00,18.19,2023-04-22 02:10:04.579690
991,56.00,18.21,2023-04-22 02:15:04.206652
3586,56.00,18.28,2023-04-22 02:20:04.840386
1773,56.00,18.24,2023-04-22 02:25:04.441083
404,56.00,18.26,2023-04-22 02:30:04.043797
705,56.00,18.18,2023-04-22 02:35:04.668190
1292,56.00,18.16,2023-04-22 02:40:04.300129
2109,56.00,18.16,2023-04-22 02:45:03.904500
2770,56.00,18.13,2023-04-22 02:50:04.534905
738,56.00,18.16,2023-04-22 02:55:04.121929
3892,56.00,18.12,2023-04-22 03:00:04.690079
4524,56.00,18.12,2023-04-22 03:05:04.284162
1764,56.00,18.06,2023-04-22 03:10:03.903958
1050,56.00,18.06,2023-04-22 03:15:04.525845
1499,56.00,18.21,2023-04-22 03:20:04.189498
4285,56.00,18.12,2023-04-22 03:25:04.803825
359,56.00,18.13,2023-04-22 03:30:04.365106
799,56.00,18.06,2023-04-22 03:35:03.952908
763,56.00,18.12,2023-04-22 03:40:04.603618
2045,56.00,18.04,2023-04-22 03:45:04.182007
3663,56.00,17.97,2023-04-22 03:50:04.782472
1254,56.00,18.13,2023-04-22 03:55:04.384750
1886,55.00,17.97,2023-04-22 04:00:03.979019
5108,55.00,18.01,2023-04-22 04:05:04.546368
1228,56.00,17.97,2023-04-22 04:10:04.185905
2203,55.00,18.06,2023-04-22 04:15:04.788940
2903,55.00,18.04,2023-04-22 04:20:04.430747
2918,55.00,17.99,2023-04-22 04:25:03.999377
5033,55.00,18.04,2023-04-22 04:30:04.618768
3455,55.00,18.05,2023-04-22 04:35:04.236411
1342,55.00,17.98,2023-04-22 04:40:03.840778
810,55.00,18.05,2023-04-22 04:45:04.458883
1859,55.00,18.01,2023-04-22 04:50:04.060336
1684,55.00,18.01,2023-04-22 04:55:04.648495
1620,55.00,17.99,2023-04-22 05:00:04.245151
619,55.00,17.99,2023-04-22 05:05:04.836465
4312,55.00,17.92,2023-04-22 05:10:04.461109
1485,55.00,17.88,2023-04-22 05:15:04.055780
2851,55.00,17.97,2023-04-22 05:20:04.700493
3992,55.00,17.91,2023-04-22 05:25:04.267366
4030,55.00,17.97,2023-04-22 05:30:03.871625
749,55.00,17.84,2023-04-22 05:35:04.449896
3661,55.00,17.91,2023-04-22 05:40:04.208905
2185,55.00,17.91,2023-04-22 05:45:04.788016
1687,55.00,17.83,2023-04-22 05:50:04.391018
4,55.00,17.88,2023-04-22 05:55:03.962144
2048,55.00,17.83,2023-04-22 06:00:04.520186
922,55.00,17.88,2023-04-22 06:05:04.102994
4097,55.00,17.92,2023-04-22 06:10:04.727533
3597,55.00,17.87,2023-04-22 06:15:04.287909
288,55.00,17.88,2023-04-22 06:20:03.916723
4882,55.00,17.84,2023-04-22 06:25:04.489791
1312,55.00,17.84,2023-04-22 06:30:04.066822
2665,55.00,17.78,2023-04-22 06:35:04.647983
4844,55.00,17.87,2023-04-22 06:40:04.285610
5026,55.00,17.83,2023-04-22 06:45:03.843001
3186,55.00,17.85,2023-04-22 06:50:04.423369
464,55.00,17.73,2023-04-22 06:55:04.017766
1720,55.00,17.80,2023-04-22 07:00:04.602947
189,55.00,17.78,2023-04-22 07:05:04.203635
4980,55.00,17.83,2023-04-22 07:10:04.821126
1699,54.00,17.80,2023-04-22 07:15:04.405592
260,55.00,17.89,2023-04-22 07:20:04.044010
125,55.00,17.80,2023-04-22 07:25:04.644146
3190,54.00,17.77,2023-04-22 07:30:04.232273
1341,54.00,17.67,2023-04-22 07:35:04.829667
318,55.00,17.78,2023-04-22 07:40:04.471867
2854,55.00,17.68,2023-04-22 07:45:04.058691
4191,55.00,17.77,2023-04-22 07:50:04.652243
3157,54.00,17.77,2023-04-22 07:55:04.246533
1116,55.00,17.77,2023-04-22 08:00:04.798467
2478,54.00,17.70,2023-04-22 08:05:04.435150
3693,55.00,17.81,2023-04-22 08:10:04.063040
4584,54.00,17.80,2023-04-22 08:15:04.634504
3572,54.00,17.84,2023-04-22 08:20:04.300441
4646,55.00,17.78,2023-04-22 08:25:03.874843
2839,55.00,17.80,2023-04-22 08:30:04.481238
4543,55.00,17.83,2023-04-22 08:35:04.040952
286,55.00,17.81,2023-04-22 08:40:04.649911
1299,55.00,17.83,2023-04-22 08:45:04.369110
2735,55.00,17.80,2023-04-22 08:50:03.931367
2360,55.00,17.81,2023-04-22 08:55:04.544223
2334,55.00,17.81,2023-04-22 09:00:04.128188
4444,55.00,17.81,2023-04-22 09:05:04.701445
2124,54.00,17.80,2023-04-22 09:10:04.345198
908,55.00,17.98,2023-04-22 09:15:03.917380
1130,55.00,17.80,2023-04-22 09:20:04.577454
2805,56.00,17.95,2023-04-22 09:25:04.128631
369,56.00,17.85,2023-04-22 09:30:04.690889
1692,56.00,17.99,2023-04-22 09:35:04.290446
3533,56.00,17.98,2023-04-22 09:40:03.936806
3483,56.00,18.09,2023-04-22 09:45:04.510330
2066,56.00,17.99,2023-04-22 09:50:04.090587
3901,56.00,18.04,2023-04-22 09:55:04.673109
4327,56.00,17.98,2023-04-22 10:00:04.263099
522,55.00,17.97,2023-04-22 10:05:03.850136
2867,55.00,18.05,2023-04-22 10:10:04.469724
361,55.00,18.02,2023-04-22 10:15:04.077392
1811,55.00,17.94,2023-04-22 10:20:04.722201
1449,55.00,18.08,2023-04-22 10:25:04.316656
1843,56.00,18.16,2023-04-22 10:30:03.914480
86,58.00,18.16,2023-04-22 10:35:04.510328
2542,58.00,18.06,2023-04-22 10:40:04.150337
2189,59.00,18.01,2023-04-22 10:45:04.760651
1800,58.00,18.05,2023-04-22 10:50:04.362621
939,57.00,18.02,2023-04-22 10:55:03.938229
2590,57.00,18.08,2023-04-22 11:00:04.517799
3380,59.00,18.19,2023-04-22 11:05:04.137301
1316,58.00,18.09,2023-04-22 11:10:04.742158
735,58.00,18.08,2023-04-22 11:15:04.326861
4976,56.00,18.11,2023-04-22 11:20:03.964773
3089,57.00,18.06,2023-04-22 11:25:04.525355
1185,58.00,18.24,2023-04-22 11:30:04.122900
4599,56.00,18.09,2023-04-22 11:35:04.664215
2414,56.00,18.09,2023-04-22 11:40:04.330446
5119,57.00,18.08,2023-04-22 11:45:03.896401
1383,58.00,18.18,2023-04-22 11:50:04.486716
11,59.00,18.22,2023-04-22 11:55:04.076197
1938,59.00,18.15,2023-04-22 12:00:04.645939
1919,59.00,18.19,2023-04-22 12:05:04.224572
4079,60.00,18.12,2023-04-22 12:10:03.831890
4971,60.00,18.25,2023-04-22 12:15:04.401598
3437,60.00,18.15,2023-04-22 12:20:04.048463
3974,60.00,18.21,2023-04-22 12:25:04.619667
2530,59.00,18.12,2023-04-22 12:30:04.167646
4272,58.00,18.12,2023-04-22 12:35:04.698138
4483,58.00,18.15,2023-04-22 12:40:04.351904
2509,56.00,18.21,2023-04-22 12:45:03.914083
5014,57.00,18.16,2023-04-22 12:50:04.523917
2256,58.00,18.15,2023-04-22 12:55:04.119439
2830,58.00,18.26,2023-04-22 13:00:04.681402
2309,57.00,18.19,2023-04-22 13:05:04.247721
995,55.00,18.22,2023-04-22 13:10:03.882561
2291,54.00,18.19,2023-04-22 13:15:04.468857
3520,56.00,18.15,2023-04-22 13:20:04.114661
3742,56.00,18.13,2023-04-22 13:25:04.734307
1954,57.00,18.25,2023-04-22 13:30:04.304070
868,57.00,18.31,2023-04-22 13:35:03.861267
1504,56.00,18.31,2023-04-22 13:40:04.489840
1700,55.00,18.34,2023-04-22 13:45:04.084276
3622,55.00,18.21,2023-04-22 13:50:04.709490
945,55.00,18.28,2023-04-22 13:55:04.320905
3292,55.00,18.22,2023-04-22 14:00:03.901304
4085,53.00,18.24,2023-04-22 14:05:04.555588
1491,53.00,18.26,2023-04-22 14:10:04.215852
579,53.00,18.32,2023-04-22 14:15:03.908685
3962,52.00,18.34,2023-04-22 14:20:04.595554
2741,53.00,18.26,2023-04-22 14:25:04.174819
3000,53.00,18.28,2023-04-22 14:30:04.753103
2686,53.00,18.21,2023-04-22 14:35:04.327944
2748,53.00,18.31,2023-04-22 14:40:03.903592
3242,52.00,18.31,2023-04-22 14:45:04.509284
3584,50.00,18.26,2023-04-22 14:50:04.144709
365,50.00,18.18,2023-04-22 14:55:04.704339
4915,49.00,18.19,2023-04-22 15:00:04.339393
127,49.00,18.24,2023-04-22 15:05:03.934332
2456,48.00,18.25,2023-04-22 15:10:04.517274
3087,47.00,18.22,2023-04-22 15:15:04.121810
4329,47.00,18.19,2023-04-22 15:20:04.792734
2863,46.00,18.18,2023-04-22 15:25:04.367311
833,45.00,18.13,2023-04-22 15:30:03.941692
5032,45.00,18.12,2023-04-22 15:35:04.500556
3337,45.00,18.15,2023-04-22 15:40:04.155569
4326,46.00,18.24,2023-04-22 15:45:04.727583
3091,46.00,18.26,2023-04-22 15:50:04.324677
3848,46.00,18.26,2023-04-22 15:55:03.919563
1261,46.00,18.29,2023-04-22 16:00:04.548730
1276,46.00,18.15,2023-04-22 16:05:04.147167
4612,45.00,18.08,2023-04-22 16:10:04.806217
4054,45.00,18.18,2023-04-22 16:15:04.436139
1907,46.00,18.25,2023-04-22 16:20:04.108332
2668,46.00,18.26,2023-04-22 16:25:04.694219
1174,46.00,18.29,2023-04-22 16:30:04.289251
4238,45.00,18.21,2023-04-22 16:35:03.899510
191,43.00,18.16,2023-04-22 16:40:04.523880
4521,43.00,18.09,2023-04-22 16:45:04.158844
2942,42.00,18.08,2023-04-22 16:50:04.733710
2531,43.00,18.08,2023-04-22 16:55:04.365537
1153,44.00,18.28,2023-04-22 17:00:03.942707
3672,44.00,18.25,2023-04-22 17:05:04.514468
4449,44.00,18.16,2023-04-22 17:10:04.215982
298,44.00,18.15,2023-04-22 17:15:04.813564
4099,45.00,18.12,2023-04-22 17:20:04.432389
287,46.00,18.28,2023-04-22 17:25:04.014791
2807,45.00,18.28,2023-04-22 17:30:04.575115
3544,44.00,18.42,2023-04-22 17:35:04.188725
4507,43.00,18.34,2023-04-22 17:40:04.845292
1411,43.00,18.32,2023-04-22 17:45:04.421770
3618,43.00,18.28,2023-04-22 17:50:04.020651
4365,44.00,18.38,2023-04-22 17:55:04.830357
2136,44.00,18.47,2023-04-22 18:00:04.531300
2070,44.00,18.42,2023-04-22 18:05:04.112972
1191,44.00,18.38,2023-04-22 18:10:04.737990
2022,43.00,18.38,2023-04-22 18:15:04.308347
25,42.00,18.35,2023-04-22 18:20:03.913853
150,42.00,18.15,2023-04-22 18:25:04.505431
3674,42.00,18.28,2023-04-22 18:30:04.095052
1359,42.00,18.31,2023-04-22 18:35:04.700789
740,41.00,18.28,2023-04-22 18:40:04.327950
2899,41.00,18.25,2023-04-22 18:45:03.895621
2670,43.00,18.38,2023-04-22 18:50:04.474972
1161,43.00,18.32,2023-04-22 18:55:04.095653
2742,44.00,18.28,2023-04-22 19:00:04.645285
4538,43.00,18.36,2023-04-22 19:05:04.254019
2073,43.00,18.36,2023-04-22 19:10:03.855655
5135,43.00,18.34,2023-04-22 19:15:04.428824
3098,43.00,18.28,2023-04-22 19:20:04.069429
631,43.00,18.35,2023-04-22 19:25:04.652482
4159,43.00,18.25,2023-04-22 19:30:04.216613
1770,43.00,18.26,2023-04-22 19:35:04.797075
2261,45.00,18.31,2023-04-22 19:40:04.423875
628,45.00,18.29,2023-04-22 19:45:03.992103
4535,45.00,18.26,2023-04-22 19:50:04.617451
2522,45.00,18.26,2023-04-22 19:55:04.204955
4075,45.00,18.34,2023-04-22 20:00:04.799016
4836,46.00,18.34,2023-04-22 20:05:04.368346
2875,46.00,18.28,2023-04-22 20:10:03.979552
3019,46.00,18.29,2023-04-22 20:15:04.552708
3165,46.00,18.39,2023-04-22 20:20:04.191244
3824,46.00,18.32,2023-04-22 20:25:04.763433
3280,47.00,18.21,2023-04-22 20:30:04.389190
4994,47.00,18.36,2023-04-22 20:35:03.996898
2308,47.00,18.38,2023-04-22 20:40:04.620945
352,47.00,18.24,2023-04-22 20:45:04.212284
3612,47.00,18.35,2023-04-22 20:50:04.798036
3018,48.00,18.28,2023-04-22 20:55:04.362023
1983,48.00,18.24,2023-04-22 21:00:03.955750
165,48.00,18.35,2023-04-22 21:05:04.514898
4727,48.00,18.34,2023-04-22 21:10:04.123193
2322,48.00,18.36,2023-04-22 21:15:04.719551
3504,48.00,18.35,2023-04-22 21:20:04.342801
2720,48.00,18.31,2023-04-22 21:25:03.938129
471,48.00,18.19,2023-04-22 21:30:04.532168
316,49.00,18.26,2023-04-22 21:35:04.126311
540,49.00,18.24,2023-04-22 21:40:04.725853
1179,49.00,18.25,2023-04-22 21:45:04.393616
933,49.00,18.32,2023-04-22 21:50:03.961984
559,49.00,18.31,2023-04-22 21:55:04.555069
2582,49.00,18.39,2023-04-22 22:00:04.179365
197,49.00,18.40,2023-04-22 22:05:04.775374
436,49.00,18.45,2023-04-22 22:10:04.405597
1163,49.00,18.35,2023-04-22 22:15:03.994011
3766,49.00,18.36,2023-04-22 22:20:04.668915
4274,49.00,18.36,2023-04-22 22:25:04.293142
4468,49.00,18.43,2023-04-22 22:30:03.895679
1251,49.00,18.40,2023-04-22 22:35:04.471269
3414,49.00,18.40,2023-04-22 22:40:04.101139
1530,49.00,18.47,2023-04-22 22:45:04.690762
1092,49.00,18.35,2023-04-22 22:50:04.285980
1057,49.00,18.42,2023-04-22 22:55:03.871820
3172,50.00,18.43,2023-04-22 23:00:04.463405
3243,49.00,18.47,2023-04-22 23:05:04.099081
3398,50.00,18.43,2023-04-22 23:10:04.694752
249,50.00,18.50,2023-04-22 23:15:04.262162
3732,50.00,18.56,2023-04-22 23:20:03.903399
1183,50.00,18.46,2023-04-22 23:25:04.477685
3790,50.00,18.42,2023-04-22 23:30:04.056303
1788,51.00,18.49,2023-04-22 23:35:04.641414
2337,51.00,18.49,2023-04-22 23:40:04.282191
1396,51.00,18.53,2023-04-22 23:45:03.874236
1572,51.00,18.45,2023-04-22 23:50:04.430971
925,51.00,18.45,2023-04-22 23:55:04.019838
1901,51.00,18.52,2023-04-23 00:00:04.628897
2446,51.00,18.45,2023-04-23 00:05:04.211274
3774,52.00,18.35,2023-04-23 00:10:04.836321
3202,52.00,18.39,2023-04-23 00:15:04.411425
3183,52.00,18.53,2023-04-23 00:20:04.196160
1122,52.00,18.45,2023-04-23 00:25:04.779928
3547,52.00,18.35,2023-04-23 00:30:04.370528
2627,52.00,18.43,2023-04-23 00:35:03.973094
4937,52.00,18.39,2023-04-23 00:40:04.615116
3058,52.00,18.43,2023-04-23 00:45:04.207052
1027,52.00,18.38,2023-04-23 00:50:04.817290
782,52.00,18.47,2023-04-23 00:55:04.373654
1580,52.00,18.42,2023-04-23 01:00:03.979789
1654,53.00,18.52,2023-04-23 01:05:04.566776
3017,53.00,18.46,2023-04-23 01:10:04.216449
1916,53.00,18.42,2023-04-23 01:15:04.764651
2058,53.00,18.49,2023-04-23 01:20:04.422508
538,53.00,18.47,2023-04-23 01:25:04.004721
1728,53.00,18.39,2023-04-23 01:30:04.602918
611,53.00,18.35,2023-04-23 01:35:04.199372
664,53.00,18.39,2023-04-23 01:40:04.814335
862,53.00,18.29,2023-04-23 01:45:04.405942
513,53.00,18.45,2023-04-23 01:50:03.992131
2510,53.00,18.36,2023-04-23 01:55:04.593612
1479,53.00,18.47,2023-04-23 02:00:04.171007
4628,53.00,18.45,2023-04-23 02:05:04.765017
2130,53.00,18.47,2023-04-23 02:10:04.399016
3362,53.00,18.42,2023-04-23 02:15:03.983271
3170,53.00,18.45,2023-04-23 02:20:04.633314
2104,53.00,18.42,2023-04-23 02:25:04.221579
4892,53.00,18.39,2023-04-23 02:30:04.772124
807,53.00,18.40,2023-04-23 02:35:04.354054
335,53.00,18.35,2023-04-23 02:40:03.975415
3502,53.00,18.39,2023-04-23 02:45:04.568337
536,53.00,18.38,2023-04-23 02:50:04.129430
1423,54.00,18.40,2023-04-23 02:55:04.696451
4455,53.00,18.40,2023-04-23 03:00:04.280546
1889,53.00,18.45,2023-04-23 03:05:03.859619
3145,54.00,18.35,2023-04-23 03:10:04.537325
3664,54.00,18.40,2023-04-23 03:15:04.134706
4654,54.00,18.43,2023-04-23 03:20:04.759321
1010,54.00,18.35,2023-04-23 03:25:04.373670
465,54.00,18.35,2023-04-23 03:30:03.942897
1834,54.00,18.34,2023-04-23 03:35:04.540026
730,54.00,18.34,2023-04-23 03:40:04.161360
886,54.00,18.40,2023-04-23 03:45:04.726135
697,54.00,18.38,2023-04-23 03:50:04.280113
1910,54.00,18.38,2023-04-23 03:55:03.845751
4046,54.00,18.29,2023-04-23 04:00:04.424518
1142,54.00,18.29,2023-04-23 04:05:04.010704
3474,54.00,18.34,2023-04-23 04:10:04.643594
1431,54.00,18.39,2023-04-23 04:15:04.235089
1030,54.00,18.39,2023-04-23 04:20:03.911763
1405,54.00,18.36,2023-04-23 04:25:04.503973
1100,54.00,18.42,2023-04-23 04:30:04.071148
3539,54.00,18.36,2023-04-23 04:35:04.679694
3427,54.00,18.31,2023-04-23 04:40:04.277581
2717,54.00,18.38,2023-04-23 04:45:03.849399
5126,54.00,18.35,2023-04-23 04:50:04.439596
3932,54.00,18.21,2023-04-23 04:55:04.036521
4358,54.00,18.38,2023-04-23 05:00:04.614823
851,54.00,18.47,2023-04-23 05:05:04.199622
4269,54.00,18.36,2023-04-23 05:10:04.795966
3065,54.00,18.32,2023-04-23 05:15:04.441191
2581,54.00,18.32,2023-04-23 05:20:04.088870
1401,54.00,18.38,2023-04-23 05:25:04.651143
3164,54.00,18.32,2023-04-23 05:30:04.227848
5052,54.00,18.25,2023-04-23 05:35:04.791711
1394,54.00,18.25,2023-04-23 05:40:04.418506
3514,54.00,18.35,2023-04-23 05:45:04.004428
1255,54.00,18.32,2023-04-23 05:50:04.617320
2810,54.00,18.35,2023-04-23 05:55:04.224270
2428,54.00,18.29,2023-04-23 06:00:04.824656
974,54.00,18.22,2023-04-23 06:05:04.421690
3679,54.00,18.26,2023-04-23 06:10:04.037377
557,54.00,18.28,2023-04-23 06:15:04.621199
1319,54.00,18.38,2023-04-23 06:20:04.276129
512,54.00,18.29,2023-04-23 06:25:03.873452
4058,54.00,18.21,2023-04-23 06:30:04.444130
3111,54.00,18.28,2023-04-23 06:35:04.057630
1706,54.00,18.31,2023-04-23 06:40:04.683711
553,54.00,18.26,2023-04-23 06:45:04.269006
1360,54.00,18.21,2023-04-23 06:50:03.894010
3366,54.00,18.34,2023-04-23 06:55:04.481394
1597,54.00,18.29,2023-04-23 07:00:04.082541
2419,54.00,18.24,2023-04-23 07:05:04.694386
1625,54.00,18.24,2023-04-23 07:10:04.324093
4413,54.00,18.35,2023-04-23 07:15:03.883913
3964,54.00,18.29,2023-04-23 07:20:04.568819
