,humidity,temperature,timestamp
980,52.76,20.27,2023-05-03 12:30:00
981,52.69,20.23,2023-05-03 12:40:00
982,52.68,20.26,2023-05-03 12:50:00
983,52.71,20.26,2023-05-03 13:00:00
984,52.73,20.27,2023-05-03 13:10:00
985,52.61,20.28,2023-05-03 13:20:00
986,52.54,20.41,2023-05-03 13:30:00
987,52.39,20.43,2023-05-03 13:40:00
988,52.37,20.24,2023-05-03 13:50:00
989,52.3,20.34,2023-05-03 14:00:00
990,52.31,20.4,2023-05-03 14:10:00
991,52.33,20.38,2023-05-03 14:20:00
992,52.27,20.36,2023-05-03 14:30:00
993,52.11,20.37,2023-05-03 14:40:00
994,52.06,20.5,2023-05-03 14:50:00
995,52.04,20.46,2023-05-03 15:00:00
996,51.93,20.34,2023-05-03 15:10:00
997,51.93,20.31,2023-05-03 15:20:00
998,51.78,20.4,2023-05-03 15:30:00
999,51.29,20.37,2023-05-03 15:40:00
1000,48.68,20.44,2023-05-03 16:00:00
1001,48.25,20.38,2023-05-03 16:10:00
1002,48.15,20.52,2023-05-03 16:20:00
1003,48.4,20.48,2023-05-03 16:30:00
1004,48.41,20.51,2023-05-03 16:50:00
1005,48.11,20.57,2023-05-03 17:00:00
1006,47.94,20.5,2023-05-03 17:10:00
1007,47.6,20.55,2023-05-03 17:20:00
1008,47.28,20.54,2023-05-03 17:30:00
1009,47.03,20.57,2023-05-03 17:40:00
1010,46.87,20.64,2023-05-03 17:50:00
1011,46.59,20.61,2023-05-03 18:00:00
1012,46.55,20.67,2023-05-03 18:10:00
1013,46.27,20.67,2023-05-03 18:20:00
1014,46.14,20.61,2023-05-03 18:30:00
1015,46.02,20.57,2023-05-03 18:40:00
1016,45.91,20.64,2023-05-03 18:50:00
1017,46.17,20.65,2023-05-03 19:00:00
1018,46.03,20.64,2023-05-03 19:10:00
1019,45.81,20.64,2023-05-03 19:20:00
1020,45.7,20.59,2023-05-03 19:30:00
1021,45.54,20.57,2023-05-03 19:40:00
1022,45.37,20.52,2023-05-03 20:00:00
1023,45.45,20.52,2023-05-03 20:10:00
1024,45.31,20.41,2023-05-03 20:20:00
1025,45.42,20.37,2023-05-03 20:30:00
1026,45.54,20.44,2023-05-03 20:40:00
1027,45.37,20.37,2023-05-03 20:50:00
1028,45.53,20.31,2023-05-03 21:00:00
1029,45.81,20.43,2023-05-03 21:10:00
1030,45.88,20.4,2023-05-03 21:20:00
1031,46.15,20.31,2023-05-03 21:30:00
1032,46.41,20.27,2023-05-03 21:40:00
1033,46.85,20.37,2023-05-03 21:50:00
1034,47.05,20.31,2023-05-03 22:00:00
1035,48.9,20.36,2023-05-03 22:10:00
1036,49.55,20.34,2023-05-03 22:20:00
1037,49.79,20.37,2023-05-03 22:30:00
1038,50.53,20.43,2023-05-03 22:40:00
1039,50.29,20.33,2023-05-03 22:50:00
1040,49.89,20.17,2023-05-03 23:00:00
1041,49.43,20.23,2023-05-03 23:10:00
1042,49.02,20.09,2023-05-03 23:20:00
1043,48.91,20.12,2023-05-03 23:30:00
1044,48.98,20.05,2023-05-03 23:40:00
1045,48.88,20.06,2023-05-03 23:50:00
1046,48.96,20.09,2023-05-04 00:00:00
1047,49.13,19.96,2023-05-04 00:10:00
1048,48.85,20.01,2023-05-04 00:20:00
1049,48.86,19.89,2023-05-04 00:30:00
1050,48.92,20.03,2023-05-04 00:40:00
1051,48.64,19.79,2023-05-04 00:50:00
1052,48.77,19.9,2023-05-04 01:00:00
1053,48.96,19.82,2023-05-04 01:10:00
1054,48.74,19.87,2023-05-04 01:20:00
1055,48.83,19.78,2023-05-04 01:30:00
1056,48.71,19.76,2023-05-04 01:40:00
1057,48.92,19.76,2023-05-04 01:50:00
1058,48.84,19.75,2023-05-04 02:00:00
1059,48.78,19.69,2023-05-04 02:10:00
1060,48.97,19.72,2023-05-04 02:20:00
1061,49.16,19.65,2023-05-04 02:30:00
1062,49.1,19.59,2023-05-04 02:40:00
1063,49.55,19.56,2023-05-04 03:00:00
1064,49.68,19.59,2023-05-04 03:10:00
1065,49.8,19.56,2023-05-04 03:20:00
1066,49.68,19.71,2023-05-04 03:40:00
1067,49.68,19.54,2023-05-04 03:50:00
1068,49.62,19.59,2023-05-04 04:00:00
1069,49.74,19.51,2023-05-04 04:10:00
1070,49.78,19.51,2023-05-04 04:20:00
1071,49.8,19.48,2023-05-04 04:30:00
1072,49.89,19.46,2023-05-04 04:40:00
1073,50.18,19.46,2023-05-04 04:50:00
1074,50.13,19.42,2023-05-04 05:00:00
1075,50.19,19.31,2023-05-04 05:10:00
1076,50.24,19.35,2023-05-04 05:20:00
1077,50.46,19.29,2023-05-04 05:30:00
1078,50.39,19.38,2023-05-04 05:40:00
1079,50.57,19.42,2023-05-04 05:50:00
1080,50.54,19.37,2023-05-04 06:00:00
1081,50.4,19.32,2023-05-04 06:10:00
1082,50.47,19.39,2023-05-04 06:20:00
1083,50.55,19.31,2023-05-04 06:30:00
1084,50.77,19.27,2023-05-04 06:40:00
1085,50.77,19.27,2023-05-04 06:50:00
1086,50.74,19.15,2023-05-04 07:00:00
1087,50.77,19.22,2023-05-04 07:10:00
1088,51.0,19.22,2023-05-04 07:20:00
1089,51.02,19.27,2023-05-04 07:30:00
1090,51.11,19.22,2023-05-04 07:40:00
1091,51.42,19.31,2023-05-04 07:50:00
1092,51.58,19.24,2023-05-04 08:00:00
1093,50.99,19.24,2023-05-04 08:10:00
1094,50.97,19.39,2023-05-04 08:20:00
1095,50.71,19.27,2023-05-04 08:30:00
1096,49.59,19.25,2023-05-04 08:40:00
1097,49.02,19.0,2023-05-04 08:50:00
1098,48.97,19.01,2023-05-04 09:00:00
1099,49.43,19.03,2023-05-04 09:10:00
1100,49.36,19.15,2023-05-04 09:30:00
1101,49.06,19.04,2023-05-04 09:40:00
1102,49.15,19.04,2023-05-04 09:50:00
1103,49.49,19.14,2023-05-04 10:00:00
1104,50.03,19.31,2023-05-04 10:10:00
1105,49.65,19.24,2023-05-04 10:20:00
1106,50.17,19.39,2023-05-04 10:30:00
1107,50.09,19.31,2023-05-04 10:40:00
1108,50.18,19.44,2023-05-04 10:50:00
1109,49.67,19.39,2023-05-04 11:00:00
1110,48.99,19.39,2023-05-04 11:10:00
1111,49.18,19.51,2023-05-04 11:20:00
1112,49.77,19.46,2023-05-04 11:30:00
1113,49.2,19.64,2023-05-04 11:40:00
1114,48.95,19.59,2023-05-04 11:50:00
1115,49.15,19.64,2023-05-04 12:00:00
1116,49.3,19.71,2023-05-04 12:10:00
1117,49.52,19.71,2023-05-04 12:20:00
1118,49.64,19.78,2023-05-04 12:30:00
1119,49.53,19.76,2023-05-04 12:40:00
1120,49.38,19.86,2023-05-04 12:50:00
1121,49.23,19.87,2023-05-04 13:00:00
1122,49.26,19.89,2023-05-04 13:10:00
1123,49.62,19.86,2023-05-04 13:20:00
1124,50.01,19.9,2023-05-04 13:30:00
1125,49.88,19.9,2023-05-04 13:40:00
1126,50.11,19.93,2023-05-04 13:50:00
1127,50.08,19.9,2023-05-04 14:00:00
1128,50.03,19.89,2023-05-04 14:10:00
1129,50.09,19.93,2023-05-04 14:20:00
1130,49.8,20.03,2023-05-04 14:30:00
1131,49.57,19.89,2023-05-04 14:40:00
1132,49.32,19.92,2023-05-04 15:00:00
1133,49.31,19.95,2023-05-04 15:10:00
1134,49.34,19.92,2023-05-04 15:20:00
1135,49.54,20.09,2023-05-04 15:30:00
1136,49.61,20.07,2023-05-04 15:40:00
1137,49.38,20.03,2023-05-04 15:50:00
1138,49.46,20.12,2023-05-04 16:10:00
1139,49.52,20.12,2023-05-04 16:20:00
1140,49.67,20.09,2023-05-04 16:30:00
1141,49.75,20.13,2023-05-04 16:40:00
1142,49.87,20.1,2023-05-04 16:50:00
1143,50.26,20.17,2023-05-04 17:00:00
1144,50.47,20.26,2023-05-04 17:10:00
1145,50.69,20.28,2023-05-04 17:20:00
1146,50.89,20.33,2023-05-04 17:30:00
1147,51.18,20.28,2023-05-04 17:40:00
1148,51.25,20.43,2023-05-04 17:50:00
1149,51.44,20.43,2023-05-04 18:00:00
1150,51.55,20.48,2023-05-04 18:10:00
1151,51.82,20.59,2023-05-04 18:20:00
1152,52.41,20.58,2023-05-04 18:30:00
1153,52.73,20.59,2023-05-04 18:40:00
1154,52.75,20.47,2023-05-04 18:50:00
1155,52.71,20.54,2023-05-04 19:00:00
1156,53.31,20.55,2023-05-04 19:20:00
1157,54.88,20.65,2023-05-04 19:30:00
1158,56.05,20.59,2023-05-04 19:40:00
1159,55.95,20.55,2023-05-04 19:50:00
1160,55.9,20.68,2023-05-04 20:00:00
1161,55.96,20.58,2023-05-04 20:10:00
1162,55.93,20.64,2023-05-04 20:20:00
1163,56.06,20.57,2023-05-04 20:30:00
1164,56.65,20.55,2023-05-04 20:40:00
1165,56.55,20.61,2023-05-04 20:50:00
1166,56.33,20.59,2023-05-04 21:00:00
1167,56.3,20.67,2023-05-04 21:10:00
1168,56.23,20.61,2023-05-04 21:20:00
1169,56.04,20.65,2023-05-04 21:30:00
1170,56.44,20.65,2023-05-04 21:40:00
1171,56.86,20.65,2023-05-04 21:50:00
1172,57.54,20.67,2023-05-04 22:00:00
1173,57.6,20.64,2023-05-04 22:10:00
1174,57.2,20.73,2023-05-04 22:20:00
1175,56.86,20.57,2023-05-04 22:30:00
1176,56.93,20.61,2023-05-04 22:40:00
1177,56.98,20.68,2023-05-04 22:50:00
1178,56.69,20.63,2023-05-04 23:00:00
1179,56.41,20.63,2023-05-04 23:10:00
1180,56.07,20.63,2023-05-04 23:20:00
1181,55.64,20.55,2023-05-04 23:30:00
1182,55.75,20.57,2023-05-04 23:40:00
1183,55.61,20.5,2023-05-04 23:50:00
1184,55.42,20.55,2023-05-05 00:00:00
1185,55.51,20.47,2023-05-05 00:10:00
1186,55.51,20.44,2023-05-05 00:20:00
1187,55.35,20.46,2023-05-05 00:30:00
1188,55.01,20.46,2023-05-05 00:40:00
1189,54.97,20.38,2023-05-05 00:50:00
1190,54.96,20.46,2023-05-05 01:00:00
1191,54.87,20.48,2023-05-05 01:10:00
1192,54.92,20.41,2023-05-05 01:20:00
1193,54.93,20.44,2023-05-05 01:30:00
1194,54.93,20.37,2023-05-05 01:40:00
1195,54.97,20.34,2023-05-05 01:50:00
1196,55.05,20.4,2023-05-05 02:00:00
1197,55.1,20.26,2023-05-05 02:10:00
1198,54.87,20.33,2023-05-05 02:20:00
1199,55.02,20.27,2023-05-05 02:30:00
1200,54.77,20.26,2023-05-05 02:40:00
1201,54.59,20.2,2023-05-05 02:50:00
1202,54.52,20.23,2023-05-05 03:00:00
1203,54.41,20.23,2023-05-05 03:10:00
1204,54.55,20.28,2023-05-05 03:20:00
1205,54.64,20.26,2023-05-05 03:30:00
1206,54.57,20.16,2023-05-05 03:40:00
1207,54.82,20.15,2023-05-05 03:50:00
1208,54.72,20.12,2023-05-05 04:00:00
1209,54.69,20.12,2023-05-05 04:10:00
1210,54.76,20.13,2023-05-05 04:20:00
1211,55.03,20.07,2023-05-05 04:40:00
1212,55.01,19.99,2023-05-05 04:50:00
1213,55.18,20.01,2023-05-05 05:00:00
1214,55.44,19.95,2023-05-05 05:10:00
1215,55.16,20.12,2023-05-05 05:20:00
1216,55.46,20.07,2023-05-05 05:30:00
1217,55.5,20.05,2023-05-05 05:40:00
1218,55.57,19.92,2023-05-05 05:50:00
1219,55.72,19.97,2023-05-05 06:00:00
1220,55.7,19.96,2023-05-05 06:10:00
1221,55.69,19.95,2023-05-05 06:20:00
1222,55.96,20.0,2023-05-05 06:30:00
1223,55.94,19.97,2023-05-05 06:40:00
1224,55.9,19.89,2023-05-05 06:50:00
1225,56.19,19.86,2023-05-05 07:10:00
